"R0000100","R7006500","R7703700","R8496100","T0987800","T2210000","T3107800"
695,-5,-5,-5,75000,82500,-5
696,-5,-5,-5,-5,-5,-5
697,75000,70000,50000,50000,55000,24000
698,-2,12400,11348,15036,12905,15201
699,-5,-5,21000,18000,15000,15100
700,12000,-5,-5,-5,-5,-5
701,20000,7000,13394,17600,14000,17236
702,27520,0,-5,3168,11373,-1
703,0,26290,31518,10970,3500,14884
704,75000,85200,92577,92020,-2,-2
705,-5,-5,-5,-5,-5,-5
706,9924,700,37862,15000,-2,22600
707,42500,52000,62000,51000,59000,-5
708,0,4620,5112,2338,9876,-2
709,-2,-2,31488,49723,24000,-2
710,-5,-5,-5,-5,-5,-5
711,51100,40000,43000,40000,43000,41000
712,95000,101000,130800,111000,128000,122000
713,14824,3718,11960,11000,-5,-5
714,5000,-2,-2,20000,-2,28900
715,46000,26000,-5,8541,0,18616
716,69000,27000,33000,32000,31700,17952
717,74000,66000,-2,90406,101671,-2
718,65200,35000,-5,-5,33000,-5
719,28000,45260,60000,63000,67028,63950
720,22900,26000,18718,35000,28000,23000
721,22000,15000,49000,54000,225258,69000
722,47000,48000,84000,104500,116000,114000
723,62000,53160,36290,53000,25164,25000
724,22984,29500,26752,126000,103412,108480
725,139000,103840,80200,121200,-2,158040
726,-2,76000,77500,88000,93000,-5
727,40400,46400,50000,40000,-5,-5
728,48040,60450,60674,31432,35290,31966
729,50000,390662,408473,479983,454737,440692
730,90600,108000,119300,102300,136000,84000
731,-2,390662,-5,40000,3600,9000
732,60000,68000,55000,95388,58870,52000
733,10890,50200,67200,186504,-2,0
734,36306,-2,-5,-5,-5,-5
735,38000,22800,28952,47516,50096,46056
736,86000,92000,104000,142000,-2,-1
737,27200,11200,31000,25000,72000,82000
738,-5,-5,-5,-5,-5,-5
739,100000,155000,120894,200360,200000,150000
740,142892,390662,408473,-2,39000,23808
741,1800,27000,0,0,-5,-5
742,332808,390662,408473,101000,116000,133000
743,81000,96150,129000,76000,96000,160000
744,15000,-2,0,28766,-1,-1
745,35000,-5,-2,-1,82000,-1
746,60020,46025,64050,66100,-2,62500
747,34250,-5,48280,50400,-2,17332
748,62000,-2,68000,95000,75003,37000
749,-5,-5,-5,-5,-5,-5
750,50000,51000,58000,-5,-5,-5
751,50000,48000,55000,55000,59000,68000
752,180240,86000,103000,250200,130100,126000
753,94000,80000,-2,120000,190000,84816
754,-5,-5,-5,-5,-5,-5
755,69000,-2,41500,46800,59000,60307
756,23020,59744,59000,28200,21000,8740
757,36408,-2,35000,78040,71000,80012
758,18700,18000,19000,20000,19000,35000
759,9002,25420,4752,4800,16972,8380
760,52000,-5,-5,-5,-5,-5
761,21200,17000,33000,25000,26400,90000
762,77000,62373,86000,41000,85000,93000
763,-2,41690,11557,41000,55000,24400
764,14000,14000,17500,21000,2322,0
765,-5,-5,-5,-5,-5,-5
766,86020,-5,-5,-5,-5,-5
767,-2,-5,-5,-5,-5,-5
768,108000,106000,101000,142000,132230,108000
769,-2,27000,-2,16600,45500,30480
770,14000,25000,17495,-5,35000,20232
771,-5,-5,-5,-5,-5,-5
772,49400,45500,83000,89500,91800,110000
773,-5,-5,-5,-5,-5,-5
774,29700,31900,34000,35000,31000,35000
775,89000,102000,105000,103000,107000,86032
776,158200,183285,201788,276100,454737,263300
777,71400,113200,85000,85010,112000,115400
778,44050,46000,48000,43545,77000,75000
779,44800,27698,-5,26000,2550,22400
780,-5,-5,-5,-5,-5,-5
781,-5,-5,-5,-5,-5,-5
782,-5,-5,65826,-5,-5,-5
783,600,15000,35000,-5,-5,-5
784,29000,28000,-5,30200,41000,-2
785,-5,-5,-5,-5,-5,-5
786,-5,-5,-5,-5,-5,-5
787,-5,-5,-5,-5,-5,-5
788,-5,-5,-5,-5,-5,-5
789,-5,-5,-5,30000,40000,46000
790,6936,8268,23524,31916,13164,47260
791,-5,49450,-2,-5,-5,10200
792,67200,93114,-2,196600,142900,33000
793,37000,15000,48000,30000,109100,30000
794,-5,-5,-5,-5,-5,-5
795,50200,-5,-5,-5,-5,-5
796,-2,79150,110100,120250,125050,140000
797,-1,136700,-1,93700,-2,-1
798,-5,-5,-5,50000,-1,60000
799,55000,69000,56000,69000,89550,92000
800,70000,73000,82000,54000,62500,74500
801,12000,20587,23000,22665,23705,-2
802,40000,40000,30000,60000,66000,60000
803,112800,107230,153000,64000,70000,73000
804,-2,-2,28000,20000,44000,-2
805,40900,51590,-5,-5,-5,-5
806,-5,75000,87000,39843,-2,-5
807,100000,114000,127360,130000,162000,170000
808,-5,-5,-5,-5,-5,-5
809,42800,16698,-5,-5,-5,-5
810,332808,198000,205000,216000,214000,220000
811,51695,43010,53200,62000,65000,65000
812,-5,-2,-2,160500,161500,-2
813,33550,35015,33010,33004,38014,42002
814,-2,-1,-5,-2,-2,-5
815,29000,57000,51015,41400,51000,-5
816,140000,100500,-5,29000,41000,27612
817,60500,69800,91200,117076,108100,-2
818,-5,18000,135060,120700,84000,32000
819,-5,40000,0,-5,-5,70000
820,127800,128000,138500,140600,159200,175050
821,40019,75000,53510,55050,75000,48200
822,92000,-5,-5,-5,-5,-5
823,19600,21000,31432,-5,38500,25000
824,-5,-5,-5,-5,-5,-5
825,65000,74000,77000,83000,88000,98000
826,-5,-5,-5,-1,-2,-2
827,86500,120000,204000,180000,454737,440692
828,85000,98000,90000,20796,42800,32000
829,70050,92500,77000,91015,63420,81000
830,38000,40000,47500,25000,55000,55000
831,9652,-5,-5,-5,-5,-5
832,-2,15000,-5,20000,14000,17000
833,2580,20800,8000,60000,30000,49000
834,18115,21732,-1,37664,-2,33928
835,91000,85000,80000,108000,122000,-1
836,15354,22000,13776,19000,23664,7860
837,-5,-5,-5,-5,-5,-5
838,22487,27160,38888,54236,-2,106000
839,43000,55000,65000,45600,58000,72000
840,-5,-5,-5,-5,-5,-5
841,30500,106120,44976,36720,54004,57448
842,20000,20400,19000,19000,-2,22000
843,17850,12000,10000,3000,9733,13000
844,-2,7380,-2,12500,-2,-2
845,40700,17200,14400,17000,24000,7690
846,-5,-5,-5,-5,-5,-5
847,53900,104000,108000,114500,127500,139000
848,-2,-2,24124,49000,30000,49000
849,-2,-2,55000,38600,27400,-2
850,61000,60200,-2,87000,88000,-2
851,52500,56000,64200,82000,99650,69000
852,-2,17322,12000,22938,-2,1400
853,-5,-5,-5,-5,-5,-5
854,21568,-2,63000,63000,-2,26500
855,54000,110100,54580,83000,67000,60200
856,17100,19050,22020,-2,27000,27000
857,-2,-2,32000,-5,-2,-2
858,-5,-5,-5,-5,-5,-5
859,68000,75000,61000,46000,47000,61000
860,32620,-2,-2,64000,-2,44000
861,34400,32000,34900,29200,29516,34100
862,72600,185000,-5,80500,106000,111000
863,115500,125000,108500,479983,137300,147000
864,-5,-5,-5,-5,-5,-5
865,59200,61000,61000,63000,70000,-5
866,14515,-5,-5,177150,-5,67252
867,133000,-5,-5,-5,-5,-5
868,50146,42000,80400,40482,42500,43215
869,-5,-5,-5,-5,-5,-5
870,-2,54000,-1,-5,-5,-5
871,52500,29000,40000,45000,70000,64500
872,128100,122175,140000,161800,198000,124320
873,-5,-5,-5,-5,-5,-5
874,111300,123400,135500,142850,164300,182000
875,48280,390662,57400,70720,89000,-5
876,130000,180000,240000,-5,-5,-5
877,154000,112500,125500,153500,165200,187100
878,-5,-5,-2,58500,-5,-5
879,-2,40000,49500,52900,-2,98000
880,-2,-2,408473,220000,454737,-2
881,-2,75000,78500,8000,82000,95000
882,-2,115000,125000,144000,137000,150000
883,65000,52000,30000,30000,32000,66000
884,76798,93162,103101,102400,104279,91864
885,31500,-5,46000,37002,20000,18500
886,109389,120000,125500,165600,199615,178000
887,-2,-2,86000,106500,-2,115000
888,72000,73000,-2,68000,70000,74000
889,74000,74000,79000,79000,97000,87000
890,170100,165000,225000,479983,454737,228000
891,54000,41000,48000,36000,40000,59000
892,-2,15060,180060,2500,24000,14408
893,59200,63000,73100,63000,66200,85200
894,-5,-5,-5,-5,-5,-5
895,70500,60400,-5,-5,-5,-5
896,44725,49030,61000,54000,69200,90000
897,0,4800,50928,-2,126040,106625
898,-2,82000,87200,96000,102500,108000
899,47000,50000,51290,44012,71200,67548
900,92000,99150,101592,105000,112400,130400
901,-5,-5,-5,-5,-5,-5
902,71545,53000,85596,97443,106120,116850
903,100000,92000,73200,65000,105000,112500
904,-5,-5,-5,-5,-5,-5
905,-5,-5,-5,-5,-5,-5
906,78000,72500,92000,180000,123000,115000
907,-2,47150,53900,58000,-2,64000
908,43000,60000,65000,55000,58000,58504
909,-2,87900,87500,98902,104500,124000
910,-5,-5,-1,50000,0,-1
911,-5,-5,-5,0,208,-5
912,82500,32800,110000,124500,205000,154000
913,111800,120000,107000,122000,127000,164000
914,96500,60000,107150,127000,144253,145300
915,68092,72020,81050,78550,74130,-2
916,75800,75000,-5,80468,87000,55000
917,25000,60000,30000,0,9260,9396
918,-2,16350,-5,1800,0,1200
919,31000,21000,31000,31000,35000,-2
920,95000,100100,111000,128000,140300,152000
921,50400,63000,77000,65100,60030,63500
922,68000,107000,117996,90000,85000,107000
923,38000,52360,58972,54393,45000,61724
924,332808,129500,238000,143000,147000,440692
925,83000,117000,107000,106700,122000,132000
926,-2,-2,-2,-2,-2,-2
927,-5,-5,-5,-5,-5,-5
928,-2,4320,12000,12000,13000,20800
929,52670,51000,48020,157000,147400,136000
930,0,-5,-5,-5,-5,40
931,113000,-2,-5,-5,-5,5659
932,48000,28800,48000,72800,94000,68000
933,-5,-5,-5,-5,-5,-5
934,54000,62000,59000,65000,78000,35000
935,19260,27432,18480,21200,22428,30828
936,86898,66000,72120,71230,81600,110464
937,94100,79000,89000,103550,-2,128500
938,41350,39995,38000,38500,45000,58600
939,28000,28000,-5,27500,-2,-2
940,-2,-5,-1,-5,-5,-5
941,100000,105000,120000,160000,105000,115000
942,32750,72000,85800,-2,49100,91200
943,40000,-5,-5,-5,-5,-5
944,41120,53000,58000,54000,55635,55000
945,40500,41100,46500,37300,45300,46100
946,48000,-5,-5,-5,-5,-5
947,62000,93000,58613,70321,104000,139200
948,-5,-5,-5,-5,-5,-5
949,102722,121000,144600,150020,187800,206000
950,81020,80000,78800,176000,106000,116000
951,57400,67410,73000,78851,81000,81000
952,43270,15000,67000,-2,-2,24000
953,-2,-2,24000,0,0,0
954,0,30000,80000,80000,65000,52180
955,40000,33000,37960,40000,45000,20904
956,22000,51350,68000,26291,15330,18200
957,-5,-5,-5,-5,-5,-5
958,71500,64200,50000,106000,123000,57000
959,81000,110000,94000,190000,145000,150800
960,332808,150000,408473,479983,250000,440692
961,110500,110000,110000,140000,140000,143200
962,61400,72100,95000,127075,139600,147000
963,107000,54000,60004,140002,140000,125010
964,-2,39080,43000,48000,14200,43000
965,-5,-5,-5,-5,-5,-5
966,91950,34497,65600,70400,71935,-5
967,87100,45000,125000,-2,-2,-2
968,65000,80000,70000,80200,60000,50000
969,26000,30000,28800,97500,65000,-2
970,110300,60000,408473,167000,95000,170000
971,72000,35000,149000,25750,69000,50000
972,27008,31500,32000,38000,43000,43000
973,32400,42000,35000,42200,42000,44000
974,102000,68000,89000,110000,137000,131000
975,-2,54000,-5,-5,-5,-5
976,30000,24000,45000,51000,65020,80000
977,76000,52300,105000,111200,108300,110400
978,66000,63200,65400,85500,88200,90000
979,332808,30000,32000,40000,58000,96000
980,72000,60000,78000,74000,92480,89000
981,-2,59460,60000,76000,-2,80200
982,36300,28500,39478,44600,63100,73955
983,-5,-5,-5,-5,-5,-5
984,-2,47290,4816,0,-5,-2
985,121000,40000,135000,163305,80000,59000
986,-5,-5,-5,-5,-5,-5
987,-5,-5,-5,-5,-5,-5
988,-1,-1,-2,66500,83300,85000
989,-5,-5,-5,-5,-5,-5
990,52000,57000,69000,64000,64000,58000
991,-5,-5,-5,-5,-5,-5
992,-2,-2,-2,105000,109000,114800
993,-5,-5,-5,-5,-5,-5
994,-5,-5,-5,-5,-5,-2
995,22684,99240,69388,78348,85366,66735
996,-1,74000,95000,140000,171000,160000
997,40100,45000,46000,48500,77000,47469
998,-2,-5,-5,-5,-5,-5
999,16400,28120,27000,27000,21000,32000
1000,-5,57000,26690,2700,13000,1164
1001,10000,21000,18000,19760,16000,5160
1002,0,-2,-2,7500,1500,670
1003,100000,133000,161000,82000,100000,95000
1004,-2,42000,42000,56000,58000,53000
1005,-2,-2,8000,-5,-5,50000
1006,-5,-5,-5,-5,-5,-5
1007,105000,114700,99000,130800,162000,7000
1008,-5,-5,-5,-5,-5,-5
1009,68100,72000,-2,45000,68170,132599
1010,-1,390662,-5,-5,-5,-5
1011,69800,82000,71000,75000,89050,95000
1012,-5,-5,-5,-5,40848,10800
1013,97,240,369,35000,-2,-2
1014,72800,64200,75100,76500,83000,92200
1015,59400,69400,87200,116000,20000,36000
1016,-5,-5,-5,-5,-5,-5
1017,82100,96100,132300,141050,168100,68000
1018,-2,-2,83000,110050,-5,-5
1019,77000,71000,77050,69000,75000,78350
1020,54000,40000,43000,84000,70000,80000
1021,-5,-5,-5,-5,-5,-5
1022,14000,37000,40000,42000,45500,46000
1023,75600,65405,115258,80350,60400,-5
1024,85900,-2,-2,-2,151000,141000
1025,200,-2,19000,0,0,8124
1026,-5,-5,-5,-5,-5,-5
1027,-5,-5,-5,-5,-5,-5
1028,-2,-2,19008,14825,16996,-2
1029,12000,15000,51170,57000,67376,80680
1030,13776,-2,21250,9000,15802,15471
1031,6552,6996,7428,0,8016,96
1032,-5,-5,-5,-5,-5,-5
1033,12648,19616,10560,14724,4447,2160
1034,33000,28808,27808,23000,29808,24960
1035,-2,-2,9000,4000,28000,14400
1036,-2,20660,-1,-2,8948,-5
1037,25000,42000,42000,62000,79000,40000
1038,77800,90008,94200,89008,102120,96000
1039,39000,41100,49500,44000,57825,46600
1040,500,-2,-5,-5,-5,-5
1041,-5,33538,-5,-5,17304,-5
1042,0,21000,18000,26000,27400,32500
1043,25000,-2,10000,16000,16370,-2
1044,25000,21000,25000,25000,-2,21408
1045,32500,45000,51300,58210,-2,-2
1046,38200,47500,58200,263,67300,68200
1047,-5,-5,-5,-2,23880,-2
1048,27000,14000,-2,28000,30000,17000
1049,85150,88500,85400,102900,112900,111000
1050,90000,90000,230000,237000,-2,245000
1051,49400,101000,95000,133000,111544,83000
1052,175000,-2,408473,201000,241800,-5
1053,105000,128800,150800,174000,186500,221000
1054,-5,40000,57000,36000,57000,45000
1055,65000,41000,80000,95000,90000,95000
1056,21764,29086,32128,28416,37826,20030
1057,14000,62000,14754,72102,11417,47000
1058,25000,40000,45000,47000,55000,55000
1059,65000,97000,82000,124000,-2,82000
1060,36040,39200,28906,16000,34000,-5
1061,60000,81000,60000,95000,91000,104600
1062,93200,123500,114300,173000,151000,135500
1063,69997,71100,89600,90518,90330,-2
1064,79040,88050,66936,67021,56194,74404
1065,62000,-2,-2,75160,86000,102100
1066,-5,-5,-5,-5,-5,-5
1067,-5,2500,0,0,0,5040
1068,13520,-2,26000,15528,22900,-5
1069,5000,0,6600,47100,-5,-5
1070,20800,15600,-2,36000,36000,40368
1071,70000,193800,84600,87649,112132,59600
1072,74000,70000,110000,145000,160000,172500
1073,-5,19200,17000,-2,31656,21848
1074,-5,-2,-5,-5,30000,-5
1075,-5,-5,-5,-5,-2,-5
1076,-2,67000,60372,70000,81000,46000
1077,44000,50000,57170,-5,67032,60000
1078,65050,58350,60000,61000,79000,65200
1079,30800,33500,33009,36500,42130,40000
1080,77000,49500,39500,110000,110000,52500
1081,68000,34600,29000,38262,54500,47700
1082,87100,95500,115200,140100,144000,240000
1083,-5,-5,-5,-5,-5,-5
1084,-5,-5,-5,-5,-5,-5
1085,23000,29676,35349,36000,27001,38497
1086,-5,-5,0,79650,-2,-5
1087,80696,71000,56200,70750,76407,86500
1088,86700,109000,-2,180000,270000,105000
1089,-2,-5,23000,35000,25000,25000
1090,-5,-5,5200,1300,0,0
1091,22000,-5,29000,24000,25000,-5
1092,28000,20000,-5,15000,25000,-5
1093,-2,114000,64000,90000,-5,-5
1094,45700,-5,-5,-5,-5,-5
1095,-5,-5,-5,-5,-5,-5
1096,-2,42001,-2,68000,-2,70000
1097,46000,65000,65000,74000,65000,112000
1098,-5,-5,-2,108000,-2,-5
1099,54100,60300,-5,-5,-5,-5
1100,-5,-5,-5,-5,-5,-5
1101,106000,157000,-5,207000,189000,-5
1102,167000,390662,-5,429,454737,440692
1103,160000,390662,70000,-5,-5,-2
1104,73000,37000,50000,90500,60100,65030
1105,36500,89000,92676,125300,120325,141000
1106,38960,27504,32000,35000,70000,70000
1107,77000,105000,124000,148100,167000,168600
1108,-5,-5,-5,-1,80500,-5
1109,7728,-2,0,9384,-2,-2
1110,-5,-2,-2,42500,-1,47000
1111,80100,83000,88020,90000,104600,118010
1112,48000,47000,42000,42000,40000,51000
1113,45420,43000,57000,-5,228800,20360
1114,63000,73000,93000,50000,40000,42000
1115,-5,-5,-5,-5,-5,-5
1116,100000,107400,64300,30000,36200,32000
1117,98000,165600,51800,53200,201000,51000
1118,27380,43680,48500,80000,110001,26000
1119,-5,-5,-5,-5,-5,-5
1120,50000,-5,-5,-5,-5,-5
1121,-5,-5,-5,32500,-5,-5
1122,113400,105121,130860,109100,91700,6325
1123,100400,-5,103800,-5,-5,-5
1124,-5,-5,-5,-5,-5,-5
1125,91600,78800,85300,80000,-5,-5
1126,-5,-5,-5,-5,-5,-5
1127,52000,-2,60000,56000,42000,32000
1128,-5,-5,-5,-5,-5,-5
1129,-1,-2,-2,0,-1,-1
1130,130150,167150,133880,173000,162500,174020
1131,32000,35786,36600,37000,42540,41000
1132,78050,41668,34536,37000,454737,35020
1133,-5,-5,-5,-5,-5,-5
1134,55000,64000,52000,53000,40000,-2
1135,107200,-5,-5,-5,-5,-5
1136,175000,160000,-5,-1,-5,-5
1137,-5,-5,-5,-5,-5,-5
1138,100000,36350,95000,58000,150000,112750
1139,72345,59150,49000,68500,96464,68340
1140,88400,57380,37476,57200,47200,47056
1141,21400,-2,27000,30000,-2,40000
1142,332808,210000,-3,175000,454737,178000
1143,332808,200000,250000,270000,260000,235000
1144,332808,10000,97000,230000,150800,440692
1145,-5,-5,-5,-5,-5,-5
1146,-5,-5,-5,-5,-5,-5
1147,37500,-2,-2,17060,-2,25150
1148,85000,31130,29780,63502,31367,21004
1149,-5,-5,-5,-5,-5,0
1150,22000,16400,-2,28940,37800,39680
1151,-2,-5,-2,16000,24690,10464
1152,6408,-5,10376,10296,19356,-5
1153,3200,5000,12000,-2,30184,3400
1154,76060,-5,-5,-5,-5,-5
1155,74000,-1,-1,99000,112600,111625
1156,24000,2043,20110,-2,30000,-2
1157,71000,79000,107000,117000,131500,140000
1158,47400,40880,51300,31000,40000,35000
1159,36000,39390,40000,-1,-1,52000
1160,77000,48,85000,65000,47000,44000
1161,-2,-2,0,0,0,0
1162,-5,-5,-5,-5,-5,-5
1163,17400,53400,76500,75320,71000,61186
1164,-2,5200,24000,38400,800,0
1165,26500,13000,-2,34000,30000,33600
1166,85000,47000,65000,68501,54000,-2
1167,-5,-5,-5,-5,-5,-5
1168,-5,-5,-5,-5,-5,-5
1169,94680,95000,115000,479983,145000,110000
1170,-2,390662,-2,-2,454737,440692
1171,332808,-2,51500,56000,-2,125000
1172,96000,-2,165000,72500,104600,121200
1173,-5,-5,-5,-5,-5,-5
1174,332808,390662,222000,217000,139000,143000
1175,110000,110000,132000,155000,180000,110200
1176,68000,77300,97900,100600,123200,118120
1177,65625,73000,83400,83000,101400,110500
1178,92400,89600,97600,93000,95000,105500
1179,69000,53000,46224,76000,70000,63566
1180,70000,390662,408473,479983,70000,50000
1181,170000,120000,-5,150000,-5,200000
1182,39500,48600,115000,113000,110000,144000
1183,-5,-5,-5,-5,-5,-5
1184,113000,132000,-2,155000,144800,165700
1185,332808,390662,-5,479983,454737,-5
1186,152000,170000,59000,205000,199000,242000
1187,58000,73000,71500,82000,52000,96100
1188,65000,66000,80000,156000,113000,75000
1189,85200,87000,-5,-5,103600,157000
1190,49000,49000,46000,96000,-2,92000
1191,28000,-2,30700,-5,35000,-1
1192,-2,12300,20152,36032,158500,59471
1193,31600,26800,26800,30000,33000,34000
1194,55000,47000,59000,-1,-5,-5
1195,30000,46000,48099,66383,78100,60025
1196,-5,-5,-5,-5,-5,-5
1197,102000,161500,248000,479983,454737,-5
1198,44000,24322,50000,49800,58200,51813
1199,-2,49700,28000,19000,36000,39000
1200,-5,35000,13000,23000,12000,2000
1201,35513,53110,47110,51070,54000,-2
1202,-5,37000,35000,24000,33000,-5
1203,-2,-2,-1,15000,-1,20000
1204,-2,20000,30000,30005,30000,34000
1205,-2,56000,30000,66180,36000,26500
1206,8000,2000,11008,3500,0,13000
1207,13251,-2,16000,20000,-2,-2
1208,96100,100000,112000,120000,-1,150000
1209,-2,44568,34256,38900,37988,-2
1210,-2,4086,10000,10000,28092,-2
1211,0,22000,12000,22700,26500,25000
1212,-2,6000,15000,14300,9100,-1
1213,-2,13608,8052,15396,9360,10236
1214,-5,-5,-5,-5,-5,-5
1215,10700,15000,18600,-1,27300,19000
1216,-2,-2,-2,70200,71000,-2
1217,-5,-5,-5,-5,-5,-5
1218,-5,65000,55000,65000,68000,-5
1219,-5,-5,-5,-5,-5,-5
1220,34400,36000,32000,33000,38000,45000
1221,20000,45000,1500,20064,29100,6000
1222,38000,48000,56000,58000,82000,64000
1223,-2,22400,3800,15000,-5,-5
1224,-2,24500,25344,40948,22190,-2
1225,-2,-1,40172,67356,72180,135600
1226,12128,12912,7008,9288,9424,-2
1227,-2,22000,13600,9000,9000,10200
1228,-2,40000,8560,-5,-5,-5
1229,52000,68200,58900,86100,73000,78300
1230,34200,35000,60000,90000,25000,29000
1231,105000,125000,120000,100000,140000,141000
1232,109000,-2,-5,-5,-5,-5
1233,47900,86900,72712,72350,61000,27287
1234,77225,115000,120000,-5,155000,-5
1235,44000,-5,28000,-5,60000,49000
1236,64000,51000,35986,70000,38000,43143
1237,26680,14000,23225,24000,32000,74000
1238,-2,-2,78000,104000,102000,89000
1239,92600,66000,-5,-5,-5,-5
1240,73630,79450,48000,52000,41627,48000
1241,2000,6540,0,7236,7380,10068
1242,13600,-2,30000,22000,-2,20400
1243,-2,44784,20600,-2,39000,-2
1244,9048,10976,10000,-2,12000,-2
1245,-5,-5,-5,-5,0,-2
1246,-2,18170,20800,22000,-2,32000
1247,19000,-5,-5,8000,1913,2400
1248,-5,-5,-5,-5,-5,-5
1249,47400,55800,51600,191140,-2,37000
1250,91160,-2,93140,97000,113600,111000
1251,80918,26000,36500,31000,21000,61000
1252,105000,184000,83000,18000,69500,76200
1253,72900,74360,86200,97500,103000,100200
1254,-5,-5,-5,-5,-5,-5
1255,-2,123000,122800,166000,63800,-1
1256,53000,-2,63600,76600,93000,80050
1257,27400,14000,27800,33504,44200,67500
1258,-2,-2,89000,63000,134000,-2
1259,63000,-5,-5,-5,-5,-5
1260,6034,63000,-2,58000,45000,66000
1261,53600,55000,62000,60000,15200,8400
1262,332808,112000,-5,-5,157000,170408
1263,65000,55000,55000,64499,77000,72000
1264,-5,-5,-5,-5,-5,-5
1265,6500,15900,18000,11100,1650,15150
1266,-1,77574,101900,9000,105000,92000
1267,112000,124200,-5,38000,42000,48000
1268,79000,130800,129800,130000,138600,148000
1269,60000,-5,-5,-5,-5,-5
1270,-5,-5,-5,-1,-5,-5
1271,-5,-5,-5,-5,-5,-5
1272,62000,62024,88110,84000,92500,-2
1273,35000,35000,45000,59000,43000,57800
1274,22500,-5,42800,-5,26450,27800
1275,47000,41000,-5,-5,38000,-5
1276,17000,34000,38050,46000,45200,42000
1277,36027,97000,-2,-5,-5,-5
1278,40000,63796,48450,116000,67000,66000
1279,13000,116000,110000,-2,134000,-2
1280,44304,21000,197000,81000,62000,24000
1281,-2,40000,65200,479983,53600,30300
1282,0,2400,0,0,0,1200
1283,42500,37418,40471,28000,69500,-2
1284,14000,-2,-5,-2,17000,-5
1285,7000,0,-5,3972,7260,9624
1286,29500,33000,-1,40000,35000,-2
1287,32000,74000,86000,130000,165000,154000
1288,-2,72000,81000,-2,-2,84000
1289,15000,-5,-5,-5,0,31980
1290,20000,20000,30000,36000,27000,18684
1291,-2,61600,2200,23200,7644,8901
1292,149000,7800,-5,59000,55250,33975
1293,68000,115000,115730,108000,119600,129000
1294,70700,149744,68000,203000,33000,-2
1295,509,7788,6768,7440,66052,-5
1296,-2,4840,36000,7000,-2,9040
1297,0,7044,5701,0,0,-5
1298,-5,-5,-5,-5,-5,-5
1299,-5,-5,-5,-5,-5,-5
1300,59620,0,30000,-5,17000,-2
1301,30000,-5,-5,42000,60000,41838
1302,6726,7344,7956,7608,-5,10248
1303,120300,119200,23000,87000,-2,158000
1304,-2,-5,-5,-5,-5,-5
1305,-5,-5,-5,-5,-5,180000
1306,38300,28370,59000,62000,56850,44098
1307,-5,6000,15000,10000,-2,17400
