"C0000100","C0000200","C0005300","C0005400","C0005700","Y1755100","Y1756200","Y2036100","Y2037200","Y2267000","Y2360600"
201,2,3,2,1993,-7,-7,-7,-7,458,-7
202,2,3,2,1994,-7,-7,-7,-7,458,-7
301,3,3,2,1981,-7,-7,8,-7,458,7
302,3,3,2,1983,-7,-7,-7,-7,458,7
303,3,3,2,1986,-7,-7,30,-7,458,0
401,4,3,1,1980,-7,-7,-7,-7,458,-7
403,4,3,2,1997,-7,-7,-7,-7,458,-7
801,8,3,2,1976,12,2500,12,600,458,12
802,8,3,1,1979,-7,-7,-7,-7,458,-7
803,8,3,2,1982,-7,-7,-7,-7,458,-7
1001,10,3,2,1983,-7,-7,-7,-7,458,26
1002,10,3,2,1988,-7,-7,-7,-7,458,-7
1201,12,3,1,1989,-7,-7,-7,-7,458,-7
1202,12,3,1,1993,-7,-7,-7,-7,458,-7
1601,16,3,1,1990,-7,-7,-7,-7,458,99
1602,16,3,1,1993,-7,-7,-7,-7,458,-7
1603,16,3,2,1996,-7,-7,-7,-7,458,-7
1901,19,3,2,1987,-7,-7,-7,-7,458,-7
2001,20,3,2,1990,-7,-7,-7,-7,458,14
2501,25,3,1,1990,-7,-7,-7,-7,458,7
2502,25,3,2,1993,-7,-7,-7,-7,458,-7
2701,27,3,2,1988,-7,-7,99,-2,458,99
2702,27,3,1,1992,-7,-7,-7,-7,458,13
3001,30,3,1,1982,99,-7,22,-7,458,-7
3002,30,3,1,1987,13,-7,-7,-7,458,-7
3003,30,3,1,1991,-7,-7,-7,-7,458,-7
3501,35,3,2,1990,-7,-7,-7,-7,458,-7
3502,35,3,2,1993,-7,-7,-7,-7,458,-7
3701,37,3,2,1990,-7,-7,-7,-7,458,-7
4301,43,3,2,1982,-7,-7,-7,-7,458,10
4302,43,3,2,1989,-7,-7,-7,-7,458,-7
4303,43,3,2,1997,-7,-7,-7,-7,458,-7
4304,43,3,2,2000,-7,-7,-7,-7,458,-7
4401,44,3,2,1981,-7,-7,-7,-7,458,-7
4402,44,3,2,1985,-7,-7,-7,-7,458,7
4601,46,3,2,1994,-7,-7,-7,-7,458,-7
4602,46,3,2,1997,-7,-7,-7,-7,458,-7
4901,49,3,1,1982,31,23000,31,22000,458,-7
4902,49,3,1,1987,99,-7,99,-7,458,99
5001,50,3,1,1985,-7,-7,-7,-7,458,-7
5002,50,3,1,1988,-7,-7,-7,-7,458,-7
5003,50,3,1,1990,-7,-7,-7,-7,458,-7
5004,50,3,1,1990,-7,-7,-7,-7,458,-7
5005,50,3,2,1992,-7,-7,-7,-7,458,-7
5701,57,3,1,1979,-7,-7,-7,-7,458,-7
5702,57,3,1,1995,-7,-7,-7,-7,458,-7
5703,57,3,2,1998,-7,-7,-7,-7,458,-7
5801,58,3,2,1981,14,-7,30,-7,458,22
5802,58,3,2,1984,99,11000,99,-7,458,-7
5803,58,3,1,1988,-7,-7,24,-7,458,22
6101,61,3,2,1993,-7,-7,-7,-7,458,-7
6102,61,3,1,1994,-7,-7,-7,-7,458,-7
6103,61,3,1,2003,-7,-7,-7,-7,458,-7
6201,62,3,1,1996,-7,-7,-7,-7,458,-7
6202,62,3,2,1998,-7,-7,-7,-7,458,-7
6203,62,3,2,2001,-7,-7,-7,-7,458,-7
6801,68,3,2,1993,-7,-7,-7,-7,458,-7
6802,68,3,1,1995,-7,-7,-7,-7,458,-7
6803,68,3,2,1996,-7,-7,-7,-7,458,-7
7501,75,3,2,1994,-7,-7,-7,-7,458,-7
7502,75,3,2,1996,-7,-7,-7,-7,458,-7
7801,78,3,2,1989,-7,-7,16,-2,458,14
7802,78,3,2,1992,-7,-7,-7,-7,458,-7
7803,78,3,1,1996,-7,-7,-7,-7,458,-7
7804,78,3,2,2000,-7,-7,-7,-7,458,-7
8601,86,2,2,1977,22,2000,22,-7,458,-7
8901,89,2,2,1986,-7,-7,-7,-7,458,22
9101,91,3,1,1994,-7,-7,-7,-7,458,-7
9102,91,3,1,1996,-7,-7,-7,-7,458,-7
9201,92,3,1,1982,-7,-7,-7,-7,458,-7
9202,92,3,1,1992,-7,-7,-7,-7,458,-7
9501,95,3,1,1985,7,-2,-7,-7,458,-7
9502,95,3,1,1987,-7,-7,0,-7,458,-7
9503,95,3,1,1988,-7,-7,10,-7,458,10
9601,96,3,2,1980,-7,-7,-7,-7,458,-7
9602,96,3,2,1986,0,-7,30,-7,458,31
9603,96,3,1,1998,-7,-7,-7,-7,458,-7
9701,97,3,1,1987,-7,-7,-7,-7,458,-7
9702,97,3,1,1989,-7,-7,-7,-7,458,-7
9801,98,3,1,1987,17,1500,17,1000,458,17
9802,98,3,1,1990,-7,-7,-7,-7,458,6
9803,98,3,1,1994,-7,-7,-7,-7,458,-7
9901,99,3,1,1987,-7,-7,0,-7,458,99
9902,99,3,1,1993,-7,-7,-7,-7,458,-7
10001,100,3,1,1985,-7,-7,-7,-7,458,-7
10002,100,3,1,1991,-7,-7,-7,-7,458,-7
10003,100,3,2,1993,-7,-7,-7,-7,458,-7
10201,102,3,1,1992,-7,-7,-7,-7,458,-7
11101,111,3,2,1982,-7,-7,-7,-7,458,-7
11102,111,3,2,1983,-7,-7,-7,-7,458,-7
11103,111,3,1,1987,-7,-7,-7,-7,458,-7
11201,112,3,1,1982,-7,-7,-7,-7,458,-7
11202,112,3,2,1997,-7,-7,-7,-7,458,-7
11501,115,3,2,1993,-7,-7,-7,-7,458,-7
11502,115,3,2,1994,-7,-7,-7,-7,458,-7
11503,115,3,2,1996,-7,-7,-7,-7,458,-7
11504,115,3,2,1997,-7,-7,-7,-7,458,-7
11801,118,3,1,1981,-7,-7,-7,-7,458,-7
11802,118,3,2,1991,-7,-7,-7,-7,458,-7
12101,121,3,1,1992,-7,-7,-7,-7,458,-7
12401,124,3,2,1988,-7,-7,17,5000,458,7
12402,124,3,1,1990,-7,-7,-7,-7,458,-2
12801,128,3,1,1982,-7,-7,-7,-7,458,-7
12802,128,3,2,1986,22,12000,-7,-7,458,-7
13301,133,3,1,1992,-7,-7,-7,-7,458,-7
13701,137,3,1,1988,-7,-7,99,-2,458,99
13702,137,3,2,1991,-7,-7,-7,-7,458,99
13801,138,3,1,1989,-7,-7,7,2000,458,7
13802,138,3,1,1991,-7,-7,-7,-7,458,6
13803,138,3,2,1993,-7,-7,-7,-7,458,-7
14001,140,3,1,1993,-7,-7,-7,-7,458,-7
14301,143,3,1,1985,-7,-7,-7,-7,458,-7
14302,143,3,1,1988,-7,-7,-7,-7,458,-7
14303,143,3,2,1990,-7,-7,-7,-7,458,-7
14304,143,3,1,1990,-7,-7,-7,-7,458,-7
14401,144,3,1,1992,-7,-7,-7,-7,458,-7
14402,144,3,2,1994,-7,-7,-7,-7,458,-7
14403,144,3,2,1997,-7,-7,-7,-7,458,-7
14701,147,3,2,1987,21,4000,21,2000,458,21
14702,147,3,1,1990,-7,-7,-7,-7,458,6
14901,149,3,2,1991,-7,-7,-7,-7,458,7
14902,149,3,1,1993,-7,-7,-7,-7,458,-7
15301,153,3,1,1985,-7,-7,-7,-7,458,13
15302,153,3,2,1986,-7,-7,-7,-7,458,-7
15701,157,3,2,1985,-7,-7,30,-7,458,-7
15702,157,3,1,1987,-7,-7,13,-7,458,13
15801,158,3,2,1985,-7,-7,-7,-7,458,-7
15802,158,3,1,1988,-7,-7,-7,-7,458,-7
15901,159,3,1,1985,-7,-7,-7,-7,458,13
15902,159,3,1,1987,-7,-7,30,-2,458,30
15903,159,3,1,1990,-7,-7,-7,-7,458,-7
15904,159,3,2,1993,-7,-7,-7,-7,458,-7
15905,159,3,2,1993,-7,-7,-7,-7,458,-7
16001,160,3,1,1990,-7,-7,-7,-7,458,-7
16101,161,3,1,1994,-7,-7,-7,-7,458,-7
16102,161,3,2,1996,-7,-7,-7,-7,458,-7
16501,165,3,2,1988,-7,-7,8,-2,458,99
16502,165,3,2,1992,-7,-7,-7,-7,458,-7
16503,165,3,1,1998,-7,-7,-7,-7,458,-7
16701,167,3,1,1985,-7,-7,-7,-7,458,-7
16702,167,3,2,1987,-7,-7,-7,-7,458,-7
17201,172,3,2,1993,-7,-7,-7,-7,458,-7
17401,174,1,1,1985,0,-7,-7,-7,458,-7
17402,174,1,1,1990,-7,-7,-7,-7,458,0
17501,175,3,1,1982,15,-7,-7,-7,458,-7
17502,175,3,2,1983,-7,-7,-7,-7,458,-7
17503,175,3,1,1986,24,3000,99,4500,458,24
17504,175,3,1,1992,-7,-7,-7,-7,458,15
17901,179,3,2,1981,13,-7,4,-7,458,-7
17902,179,3,2,1983,-7,-7,-7,-7,458,-7
18001,180,3,1,1978,8,-7,9,-7,458,-7
18002,180,3,1,1982,13,-7,-7,-7,458,-7
18003,180,3,1,1984,-7,-7,-7,-7,458,-7
18301,183,3,1,1984,-7,-7,-7,-7,458,-7
18302,183,3,1,1987,-7,-7,-7,-7,458,-7
18303,183,3,2,1991,-7,-7,-7,-7,458,-7
18401,184,3,2,1999,-7,-7,-7,-7,458,-7
18601,186,3,1,1991,-7,-7,-7,-7,458,-7
18801,188,3,2,1985,0,-7,21,-7,458,21
19001,190,3,2,1995,-7,-7,-7,-7,458,-7
19201,192,3,2,1991,-7,-7,-7,-7,458,13
19202,192,3,1,1994,-7,-7,-7,-7,458,-7
19203,192,3,2,1998,-7,-7,-7,-7,458,-7
19701,197,3,1,1989,-7,-7,-7,-7,458,10
19702,197,3,2,1990,-7,-7,-7,-7,458,21
20001,200,3,2,1983,30,-7,12,-7,458,12
20002,200,3,2,1987,99,900,7,7000,458,7
20301,203,1,2,1986,-7,-7,-7,-7,458,-7
20302,203,1,2,1990,-7,-7,-7,-7,458,-7
20401,204,1,1,1975,-7,-7,-7,-7,458,-7
20402,204,1,2,1984,-7,-7,-7,-7,458,99
20501,205,1,2,1978,-7,-7,-7,-7,458,-7
20502,205,1,1,1981,0,-7,-7,-7,458,-7
20503,205,1,1,1986,-7,-7,-7,-7,458,-7
20801,208,3,2,1975,-7,-7,-7,-7,458,-7
21101,211,3,2,1996,-7,-7,-7,-7,458,-7
21102,211,3,1,1997,-7,-7,-7,-7,458,-7
21103,211,3,2,1999,-7,-7,-7,-7,458,-7
21104,211,3,1,2003,-7,-7,-7,-7,458,-7
22101,221,2,1,1986,-7,-7,-7,-7,458,-7
22102,221,2,1,1987,-7,-7,-7,-7,458,-7
22103,221,2,2,1989,-7,-7,-7,-7,458,-7
22104,221,2,2,1991,-7,-7,-7,-7,458,-7
22401,224,2,1,1974,-7,-7,-7,-7,458,-7
22402,224,2,2,1977,-7,-7,25,-7,458,-7
22403,224,2,1,1979,-7,-7,-7,-7,458,-7
22701,227,2,2,1975,-7,-7,-7,-7,458,-7
22702,227,2,2,1977,-7,-7,-7,-7,458,-7
22703,227,2,1,1985,-7,-7,-7,-7,458,99
22704,227,2,1,1994,-7,-7,-7,-7,458,-7
22801,228,1,2,1980,-7,-7,-7,-7,458,-7
22802,228,1,1,1986,-7,-7,9,-7,458,-7
22803,228,1,1,1987,-7,-7,-7,-7,458,-7
22804,228,1,2,1990,-7,-7,-7,-7,458,-7
22901,229,3,1,1992,-7,-7,-7,-7,458,-7
23101,231,3,2,1990,-7,-7,-1,-7,458,12
23102,231,3,2,1993,-7,-7,-7,-7,458,-7
23601,236,3,1,1988,12,7500,-7,-7,458,12
23602,236,3,1,1990,-7,-7,-7,-7,458,-7
23603,236,3,1,1995,-7,-7,-7,-7,458,-7
23701,237,3,2,1981,-7,-7,-7,-7,458,-7
23901,239,3,2,1980,-7,-7,-7,-7,458,-7
23902,239,3,1,1983,-7,-7,-7,-7,458,-7
23903,239,3,1,1984,-2,-7,-7,-7,458,-7
24001,240,3,1,1984,-7,-7,-7,-7,458,-7
24002,240,3,2,1986,30,-2,21,1750,458,20
24201,242,3,2,1986,21,-7,8,-7,458,8
24401,244,3,2,1975,-7,-7,-7,-7,458,-7
24402,244,3,2,1979,-7,-7,-7,-7,458,-7
24403,244,3,2,1991,-7,-7,-7,-7,458,99
24501,245,3,2,1992,-7,-7,-7,-7,458,-7
24502,245,3,2,1996,-7,-7,-7,-7,458,-7
24503,245,3,1,1999,-7,-7,-7,-7,458,-7
24901,249,3,1,1982,-7,-7,-7,-7,458,-7
24902,249,3,2,1984,-7,-7,-7,-7,458,-7
24903,249,3,1,1993,-7,-7,-7,-7,458,-7
24904,249,3,1,2002,-7,-7,-7,-7,458,-7
25001,250,3,1,1982,9,-7,-7,-7,458,-7
25002,250,3,2,1986,6,22000,99,-2,458,-7
25201,252,3,2,1983,99,-7,-7,-7,458,-7
25202,252,3,1,1991,-7,-7,-7,-7,458,99
25401,254,3,1,1981,-7,-7,-7,-7,458,-7
25402,254,3,2,1982,12,-7,12,-7,458,12
25403,254,3,1,1989,-7,-7,-7,-7,458,-7
25404,254,3,1,1994,-7,-7,-7,-7,458,-7
25405,254,3,2,1995,-7,-7,-7,-7,458,-7
25501,255,3,2,1983,-7,-7,-7,-7,458,-7
25502,255,3,2,1984,7,-7,-7,-7,458,-7
25503,255,3,2,1987,7,-7,7,-7,458,7
25504,255,3,2,1991,-7,-7,-7,-7,458,22
25505,255,3,1,1997,-7,-7,-7,-7,458,-7
25601,256,3,2,1980,7,10470,7,8000,458,7
25602,256,3,1,2001,-7,-7,-7,-7,458,-7
25801,258,3,2,1980,-7,-7,-7,-7,458,-7
25802,258,3,2,1981,-7,-7,-7,-7,458,-7
25803,258,3,1,1984,-7,-7,-7,-7,458,-7
26201,262,3,2,1985,99,1000,25,-7,458,-7
26202,262,3,2,1992,-7,-7,-7,-7,458,-7
26501,265,3,2,1990,-7,-7,-7,-7,458,6
26502,265,3,2,1992,-7,-7,-7,-7,458,0
26503,265,3,1,1993,-7,-7,-7,-7,458,-7
26504,265,3,1,1996,-7,-7,-7,-7,458,-7
27201,272,3,1,1984,6,-7,28,26700,458,99
27202,272,3,1,1986,6,15000,6,-7,458,6
27203,272,3,1,1989,-7,-7,-7,-7,458,17
27204,272,3,2,1994,-7,-7,-7,-7,458,-7
27501,275,3,2,1991,-7,-7,-7,-7,458,12
27502,275,3,1,1993,-7,-7,-7,-7,458,-7
27801,278,3,2,1987,30,-7,30,-7,458,99
27802,278,3,2,1991,-7,-7,-7,-7,458,99
27803,278,3,2,1994,-7,-7,-7,-7,458,-7
27804,278,3,1,2003,-7,-7,-7,-7,458,-7
28201,282,3,2,1991,-7,-7,-7,-7,458,0
28202,282,3,2,1994,-7,-7,-7,-7,458,-7
28501,285,1,2,1977,-7,-7,-7,-7,458,-7
28502,285,1,2,1981,-7,-7,-7,-7,458,-7
28503,285,1,1,1985,-7,-7,-7,-7,458,-7
28701,287,3,2,1981,-7,-7,-7,-7,458,-7
28702,287,3,1,1991,-7,-7,-7,-7,458,-7
28801,288,3,1,1979,9,-7,7,10000,458,-7
28802,288,3,1,1986,-7,-7,-7,-7,458,-7
28803,288,3,2,1993,-7,-7,-7,-7,458,-7
28804,288,3,1,1999,-7,-7,-7,-7,458,-7
28805,288,3,2,2000,-7,-7,-7,-7,458,-7
28806,288,3,1,2000,-7,-7,-7,-7,458,-7
28901,289,3,1,1981,-7,-7,-7,-7,458,-7
28902,289,3,2,1985,-7,-7,-7,-7,458,22
29001,290,1,2,1979,-7,-7,-7,-7,458,-7
29002,290,1,1,1983,-7,-7,10,-7,458,-7
29201,292,3,1,1990,-7,-7,-7,-7,458,7
29202,292,3,1,1991,-7,-7,-7,-7,458,-7
29301,293,3,2,1985,28,2000,21,3000,458,21
29302,293,3,1,1988,99,-7,-7,-7,458,-7
29401,294,3,1,1983,25,-7,-7,-7,458,99
29402,294,3,2,1987,-7,-7,-7,-7,458,-7
29403,294,3,1,1990,-7,-7,-7,-7,458,-7
29701,297,3,1,1978,-7,-7,-7,-7,458,-7
29702,297,3,2,1993,-7,-7,-7,-7,458,-7
29801,298,1,1,1989,-7,-7,-7,-7,458,7
29802,298,1,2,1996,-7,-7,-7,-7,458,-7
30501,305,1,1,1980,-7,-7,-7,-7,458,-7
30502,305,1,2,1983,-7,-7,-7,-7,458,-7
31201,312,3,1,1983,-7,-7,-7,-7,458,-7
31202,312,3,1,1985,12,-2,-7,-7,458,-7
31401,314,3,1,1981,-7,-7,-7,-7,458,13
31402,314,3,2,1983,21,-7,21,4000,458,21
31403,314,3,1,1985,-7,-7,-7,-7,458,-7
31404,314,3,2,1986,99,-7,99,-7,458,-7
31405,314,3,2,1988,-7,-7,7,-7,458,99
32101,321,3,1,1989,-7,-7,-7,-7,458,-7
32102,321,3,1,1991,-7,-7,-7,-7,458,-7
32103,321,3,1,1994,-7,-7,-7,-7,458,-7
32201,322,3,1,1988,-7,-7,7,-7,458,7
32202,322,3,2,1990,-7,-7,-7,-7,458,7
32203,322,3,2,1991,-7,-7,-7,-7,458,22
33301,333,2,2,1980,-7,-7,-7,-7,458,21
33302,333,2,1,1988,-7,-7,7,-7,458,99
33501,335,2,2,1989,-7,-7,7,-7,458,7
33801,338,2,2,1980,-7,-7,-7,-7,458,-7
33802,338,2,2,1986,-7,-7,-7,-7,458,-7
33901,339,2,2,1981,-7,-7,-7,-7,458,-7
34001,340,2,1,1981,-7,-7,-7,-7,458,-7
34002,340,2,2,1983,-7,-7,-7,-7,458,-7
34003,340,2,2,1988,-7,-7,-7,-7,458,-7
34301,343,2,2,1978,7,-7,7,-7,458,-7
34401,344,3,1,1990,-7,-7,-7,-7,458,-7
34402,344,3,2,1991,-7,-7,-7,-7,458,12
34501,345,2,2,1988,-7,-7,-7,-7,458,-7
34701,347,3,1,1989,-7,-7,-7,-7,458,-7
34702,347,3,2,1990,-7,-7,-7,-7,458,-7
35401,354,3,1,1989,-7,-7,99,-7,458,7
35402,354,3,2,1995,-7,-7,-7,-7,458,-7
36501,365,3,1,1987,-7,-7,-7,-7,458,-7
36502,365,3,2,1989,-7,-7,-7,-7,458,-7
36503,365,3,2,1991,-7,-7,-7,-7,458,-7
36504,365,3,2,1995,-7,-7,-7,-7,458,-7
36505,365,3,2,1995,-7,-7,-7,-7,458,-7
36901,369,3,2,1991,-7,-7,-7,-7,458,0
36902,369,3,1,1994,-7,-7,-7,-7,458,-7
37101,371,3,2,1986,-7,-7,-7,-7,458,-7
37102,371,3,1,1989,-7,-7,-7,-7,458,-7
37103,371,3,2,1990,-7,-7,-7,-7,458,-7
37301,373,3,1,1981,-7,-7,-7,-7,458,-7
37302,373,3,2,1983,-7,-7,-7,-7,458,-7
37401,374,3,2,1980,-7,-7,-7,-7,458,-7
37402,374,3,2,1983,-7,-7,-7,-7,458,7
37403,374,3,1,1984,-7,-7,-7,-7,458,-7
37901,379,2,2,1983,-7,-7,-7,-7,458,-7
37902,379,2,1,1985,-7,-7,-7,-7,458,-7
37903,379,2,2,1986,-7,-7,-7,-7,458,-7
38201,382,2,2,1976,-7,-7,-7,-7,458,-7
38202,382,2,2,1983,-7,-7,12,-7,458,-7
38501,385,2,1,1986,-7,-7,-7,-7,458,-7
38502,385,2,2,1987,-7,-7,-7,-7,458,-7
38503,385,2,1,1997,-7,-7,-7,-7,458,-7
38801,388,2,2,1987,-7,-7,-7,-7,458,30
38802,388,2,1,1990,-7,-7,-7,-7,458,15
38803,388,2,1,1997,-7,-7,-7,-7,458,-7
38901,389,3,2,1983,-7,-7,-7,-7,458,-7
38902,389,3,2,1987,-7,-7,-7,-7,458,-7
39001,390,2,1,1979,-7,-7,-7,-7,458,-7
39002,390,2,2,1989,-7,-7,-7,-7,458,10
39003,390,2,2,1991,-7,-7,-7,-7,458,-7
39004,390,2,2,1999,-7,-7,-7,-7,458,-7
39101,391,2,2,1982,10,-7,-7,-7,458,21
39102,391,2,2,1985,7,-7,25,30900,458,99
39103,391,2,2,1992,-7,-7,-7,-7,458,-7
39501,395,2,2,1984,-7,-7,-7,-7,458,-7
39502,395,2,2,1986,99,-7,-7,-7,458,22
39701,397,2,2,1976,-7,-7,-7,-7,458,-7
39702,397,2,1,1982,7,-7,9,-7,458,7
39703,397,2,1,1991,-7,-7,-7,-7,458,-7
39704,397,2,1,1998,-7,-7,-7,-7,458,-7
39901,399,3,2,1984,6,8000,0,-7,458,-7
40001,400,3,2,1990,-7,-7,-7,-7,458,29
40101,401,3,1,1982,-7,-7,-7,-7,458,-7
40102,401,3,2,1988,-7,-7,99,-2,458,28
40201,402,3,1,1981,-7,-7,-7,-7,458,-7
40202,402,3,2,1985,21,-7,-7,-7,458,-7
40203,402,3,1,1993,-7,-7,-7,-7,458,-7
40501,405,3,1,1991,-7,-7,-7,-7,458,-7
40502,405,3,1,1993,-7,-7,-7,-7,458,-7
40503,405,3,2,1995,-7,-7,-7,-7,458,-7
40701,407,3,2,1994,-7,-7,-7,-7,458,-7
40702,407,3,1,1996,-7,-7,-7,-7,458,-7
41401,414,3,2,1986,6,-2,99,27000,458,22
41402,414,3,2,1989,-7,-7,6,-2,458,99
41601,416,3,1,1984,7,-7,-7,-7,458,-7
41602,416,3,2,1986,0,-7,30,-7,458,30
41603,416,3,1,1989,-7,-7,7,-7,458,5
41604,416,3,2,1992,-7,-7,-7,-7,458,-7
41801,418,3,1,1988,-7,-7,7,-7,458,-7
42301,423,3,1,1995,-7,-7,-7,-7,458,-7
42302,423,3,2,1997,-7,-7,-7,-7,458,-7
42501,425,3,2,1976,7,19000,99,-7,458,-7
42502,425,3,1,1978,-7,-7,-7,-7,458,-7
42503,425,3,1,1981,-7,-7,7,-7,458,7
42504,425,3,1,1991,-7,-7,-7,-7,458,-7
42505,425,3,2,1995,-7,-7,-7,-7,458,-7
42701,427,3,1,1980,-7,-7,-7,-7,458,-7
42801,428,3,2,1982,-7,-7,-7,-7,458,14
42802,428,3,1,1984,-7,-7,0,-7,458,-7
43101,431,3,1,1987,-7,-7,-7,-7,458,10
43102,431,3,1,1989,-7,-7,-7,-7,458,1
43103,431,3,2,1990,-7,-7,-7,-7,458,7
43701,437,3,1,1981,-7,-7,-7,-7,458,-7
43702,437,3,1,1984,-7,-7,-7,-7,458,9
43703,437,3,1,1987,-7,-7,7,3500,458,7
43801,438,3,2,1987,-7,-7,-7,-7,458,-7
43901,439,3,2,1994,-7,-7,-7,-7,458,-7
43902,439,3,1,1996,-7,-7,-7,-7,458,-7
44201,442,3,2,1975,-7,-7,-7,-7,458,-7
44202,442,3,1,1979,-7,-7,-7,-7,458,-7
44203,442,3,1,1982,-7,-7,-7,-7,458,-7
44401,444,3,2,1990,-7,-7,-7,-7,458,30
44402,444,3,2,1993,-7,-7,-7,-7,458,-7
44601,446,3,2,1981,-7,-7,-7,-7,458,-7
44602,446,3,1,1984,-7,-7,-7,-7,458,-7
44901,449,3,2,1996,-7,-7,-7,-7,458,-7
44902,449,3,2,2002,-7,-7,-7,-7,458,-7
45201,452,3,1,1994,-7,-7,-7,-7,458,-7
45202,452,3,1,1997,-7,-7,-7,-7,458,-7
45501,455,3,2,1989,-7,-7,0,-7,458,23
45502,455,3,2,1992,-7,-7,-7,-7,458,-7
45801,458,3,2,1993,-7,-7,-7,-7,458,-7
45901,459,3,1,1991,-7,-7,-7,-7,458,13
45902,459,3,1,1992,-7,-7,-7,-7,458,-7
45903,459,3,1,1995,-7,-7,-7,-7,458,-7
46201,462,3,1,1995,-7,-7,-7,-7,458,-7
46501,465,3,1,1984,-7,-7,-7,-7,458,-7
46701,467,3,2,1985,7,-7,7,-7,458,7
46702,467,3,1,1990,-7,-7,0,-2,458,10
47101,471,3,1,1979,-7,-7,-7,-7,458,-7
47102,471,3,2,1981,-7,-7,-7,-7,458,-7
47201,472,3,1,1998,-7,-7,-7,-7,458,-7
47401,474,3,1,1989,-7,-7,-7,-7,458,-7
47402,474,3,1,1991,-7,-7,-7,-7,458,-7
47403,474,3,2,1997,-7,-7,-7,-7,458,-7
47501,475,3,2,1993,-7,-7,-7,-7,458,-7
47601,476,3,2,1990,-7,-7,-7,-7,458,22
47602,476,3,1,1992,-7,-7,-7,-7,458,-7
47801,478,3,1,1975,-7,-7,-7,-7,458,-7
47802,478,3,2,1978,-7,-7,-7,-7,458,-7
48501,485,3,1,1980,-7,-7,-7,-7,458,-7
48502,485,3,1,1990,-7,-7,-7,-7,458,7
48503,485,3,1,1991,-7,-7,-7,-7,458,-7
49101,491,3,1,1974,-7,-7,-7,-7,458,-7
49102,491,3,2,1979,-7,-7,-7,-7,458,-7
49201,492,3,1,1989,-7,-7,25,-2,458,25
49202,492,3,1,1991,-7,-7,-7,-7,458,7
49203,492,3,2,1994,-7,-7,-7,-7,458,-7
49401,494,3,2,1985,-7,-7,-7,-7,458,-7
49402,494,3,1,1988,-7,-7,-7,-7,458,7
49501,495,3,1,1986,8,-7,-7,-7,458,-7
49502,495,3,2,1988,-7,-7,21,2500,458,30
49901,499,3,2,1981,7,-7,-7,-7,458,-7
50101,501,3,1,1999,-7,-7,-7,-7,458,-7
50102,501,3,1,2001,-7,-7,-7,-7,458,-7
50301,503,3,2,1981,-7,-7,-7,-7,458,-7
50302,503,3,2,1986,7,-2,7,-2,458,7
50303,503,3,2,1989,-7,-7,-7,-7,458,-7
50401,504,3,2,1981,-7,-7,-7,-7,458,-7
50402,504,3,2,1989,-7,-7,-7,-7,458,-7
50403,504,3,2,1996,-7,-7,-7,-7,458,-7
50601,506,3,2,1992,-7,-7,-7,-7,458,-7
50701,507,3,1,1985,-7,-7,-7,-7,458,-7
50702,507,3,2,1987,-7,-7,22,-7,458,-7
51401,514,2,2,1986,21,-7,-7,-7,458,21
51402,514,2,1,1990,-7,-7,-7,-7,458,-7
51403,514,2,2,1992,-7,-7,-7,-7,458,-7
51501,515,3,1,1987,-7,-7,-7,-7,458,-7
51502,515,3,1,1988,-7,-7,-7,-7,458,-7
51901,519,2,2,1989,-7,-7,-7,-7,458,-2
52201,522,2,1,1978,-7,-7,-7,-7,458,-7
52202,522,2,2,2000,-7,-7,-7,-7,458,-7
52501,525,2,2,1994,-7,-7,-7,-7,458,-7
52502,525,2,2,1998,-7,-7,-7,-7,458,-7
52801,528,3,1,1981,7,-7,-7,-7,458,-7
52802,528,3,2,1985,99,-7,22,-7,458,22
52901,529,3,1,1982,-7,-7,-7,-7,458,-7
52902,529,3,1,1984,-7,-7,-7,-7,458,-7
52903,529,3,1,1985,-7,-7,-7,-7,458,-7
53001,530,3,1,1974,-7,-7,-7,-7,458,-7
53002,530,3,1,1975,-7,-7,-7,-7,458,-7
53003,530,3,2,1977,7,-7,7,-7,458,22
53201,532,3,2,1975,-7,-7,-7,-7,458,-7
53202,532,3,2,1977,-7,-7,-7,-7,458,-7
53301,533,3,2,1993,-7,-7,-7,-7,458,-7
53601,536,3,2,1985,-7,-7,21,-7,458,12
53602,536,3,1,1990,-7,-7,-7,-7,458,-7
54201,542,3,1,1983,-7,-7,-7,-7,458,-7
54202,542,3,2,1987,-7,-7,7,-2,458,7
54401,544,3,2,1989,-7,-7,-7,-7,458,-7
54601,546,3,2,1981,31,-7,-7,-7,458,-7
54602,546,3,1,1989,-7,-7,-7,-7,458,-7
54801,548,3,2,1982,12,-7,12,-7,458,-7
54802,548,3,1,1986,-7,-7,-7,-7,458,-7
54803,548,3,2,1990,-7,-7,-7,-7,458,0
54804,548,3,1,1997,-7,-7,-7,-7,458,-7
55001,550,3,2,1980,15,-7,-7,-7,458,-7
55002,550,3,2,1983,7,2750,-7,-7,458,-7
55201,552,3,1,1985,-7,-7,25,9000,458,25
55202,552,3,2,1987,-7,-7,99,5000,458,99
55701,557,3,1,1988,-7,-7,13,-7,458,13
55702,557,3,2,1990,-7,-7,-7,-7,458,12
55703,557,3,1,1991,-7,-7,-7,-7,458,-7
55704,557,3,1,1994,-7,-7,-7,-7,458,-7
55801,558,3,2,1991,-7,-7,-7,-7,458,16
55802,558,3,2,1992,-7,-7,-7,-7,458,-7
55803,558,3,2,1995,-7,-7,-7,-7,458,-7
