"C0000100","C0000200","C0005300","C0005400","C0005700","Y1755100","Y1756200","Y2036100","Y2037200","Y2267000","Y2360600"
356501,3565,3,1,1983,33,-7,-7,-7,458,-7
356502,3565,3,2,1985,33,-7,22,-7,458,22
356503,3565,3,2,1988,-7,-7,-7,-7,458,-7
356601,3566,3,2,1981,-7,-7,-7,-7,458,-7
356602,3566,3,1,1985,12,-7,-7,-7,458,-7
356603,3566,3,1,1987,9,2000,99,-7,458,-7
356801,3568,3,2,1987,-7,-7,-7,-7,458,-7
356802,3568,3,1,1989,-7,-7,-7,-7,458,-7
356803,3568,3,2,1993,-7,-7,-7,-7,458,-7
357201,3572,3,1,1982,13,6000,13,-7,458,-7
357202,3572,3,1,1985,-7,-7,-7,-7,458,-7
357203,3572,3,2,1992,-7,-7,-7,-7,458,7
357301,3573,3,2,1985,-7,-7,-7,-7,458,-7
357302,3573,3,1,1988,-7,-7,-7,-7,458,99
357601,3576,3,2,1982,-7,-7,-7,-7,458,-7
357602,3576,3,1,1987,-7,-7,99,-7,458,1
358401,3584,3,1,1982,-7,-7,-7,-7,458,7
358402,3584,3,2,1988,-7,-7,-7,-7,458,-7
358601,3586,3,1,1989,-7,-7,13,-7,458,13
358602,3586,3,1,1991,-7,-7,-7,-7,458,-7
359401,3594,3,1,1981,99,-7,-7,-7,458,-7
359402,3594,3,1,1986,6,3500,28,4500,458,6
359403,3594,3,2,1993,-7,-7,-7,-7,458,-7
359701,3597,3,1,1980,-7,-7,-7,-7,458,-7
359702,3597,3,2,1984,12,-7,12,-7,458,99
359703,3597,3,1,1985,-7,-7,-7,-7,458,-7
359704,3597,3,2,1987,-7,-7,99,1600,458,7
359705,3597,3,2,2002,-7,-7,-7,-7,458,-7
360101,3601,3,2,1986,-7,-7,-7,-7,458,-7
360102,3601,3,2,1989,-7,-7,33,3000,458,-7
360103,3601,3,2,1991,-7,-7,-7,-7,458,-7
360301,3603,3,1,1985,22,-7,24,14000,458,99
360302,3603,3,1,1988,-7,-7,-7,-7,458,-7
360303,3603,3,1,1989,-7,-7,-7,-7,458,0
360501,3605,3,1,1988,-7,-7,-7,-7,458,-7
360502,3605,3,2,1988,-7,-7,0,11000,458,0
360601,3606,3,1,1980,-7,-7,-7,-7,458,-7
360602,3606,3,1,1982,-7,-7,-7,-7,458,-7
360603,3606,3,2,1984,12,6000,12,3500,458,-7
360901,3609,3,2,1989,-7,-7,-7,-7,458,-7
360902,3609,3,2,1994,-7,-7,-7,-7,458,-7
360903,3609,3,1,1997,-7,-7,-7,-7,458,-7
361001,3610,3,2,1984,30,1500,32,5500,458,32
361101,3611,3,2,1983,8,30000,99,22000,458,8
361102,3611,3,2,1985,99,-7,22,-7,458,-7
361103,3611,3,2,1992,-7,-7,-7,-7,458,-7
361301,3613,3,2,1987,21,-2,32,-2,458,32
361401,3614,3,2,1982,31,5335,31,-7,458,99
361402,3614,3,1,1987,-7,-7,-7,-7,458,-7
362401,3624,3,1,1991,-7,-7,-7,-7,458,-7
362402,3624,3,2,1992,-7,-7,-7,-7,458,-7
362601,3626,3,2,1986,-7,-7,-7,-7,458,-7
362602,3626,3,1,1989,-7,-7,-7,-7,458,13
363101,3631,3,2,1985,-7,-7,-7,-7,458,-7
363301,3633,3,2,1985,-7,-7,-7,-7,458,-7
363302,3633,3,2,1988,-7,-7,-7,-7,458,-7
363303,3633,3,2,1998,-7,-7,-7,-7,458,-7
363501,3635,3,1,1979,9,8000,-7,-7,458,-7
363502,3635,3,2,1981,-7,-7,-7,-7,458,22
363701,3637,3,1,1975,-7,-7,-7,-7,458,-7
363702,3637,3,1,1976,-7,-7,-7,-7,458,-7
363703,3637,3,2,1980,-7,-7,-7,-7,458,-7
364101,3641,3,2,1981,-7,-7,22,-7,458,22
364102,3641,3,2,1990,-7,-7,-7,-7,458,31
364103,3641,3,1,1998,-7,-7,-7,-7,458,-7
364701,3647,3,1,1978,-7,-7,-7,-7,458,-7
364702,3647,3,1,1980,-7,-7,-7,-7,458,-7
364703,3647,3,1,1981,-7,-7,7,-7,458,-7
364801,3648,3,1,1981,-7,-7,-7,-7,458,-7
364802,3648,3,1,1982,-7,-7,-7,-7,458,-7
364803,3648,3,1,1984,-7,-7,-7,-7,458,-7
364804,3648,3,2,1985,-7,-7,-7,-7,458,-7
364805,3648,3,2,1987,-7,-7,-7,-7,458,-7
364901,3649,3,2,1982,21,9000,12,-2,458,7
364902,3649,3,1,1983,-7,-7,-7,-7,458,-7
364903,3649,3,2,1988,-7,-7,-7,-7,458,-7
365001,3650,3,2,1983,-7,-7,-7,-7,458,-7
365002,3650,3,1,1985,-7,-7,13,-7,458,99
365003,3650,3,1,1988,-7,-7,11,3500,458,11
365101,3651,3,1,1982,22,-7,7,-7,458,7
365201,3652,3,2,1980,-7,-7,-7,-7,458,-7
365202,3652,3,2,1984,-7,-7,-7,-7,458,-7
365401,3654,3,1,1985,-7,-7,-7,-7,458,-7
365402,3654,3,1,1985,-7,-7,-7,-7,458,9
365403,3654,3,1,1989,-7,-7,-7,-7,458,-7
365404,3654,3,2,1992,-7,-7,-7,-7,458,-7
365405,3654,3,1,1994,-7,-7,-7,-7,458,-7
365406,3654,3,1,1996,-7,-7,-7,-7,458,-7
365407,3654,3,2,1998,-7,-7,-7,-7,458,-7
365408,3654,3,2,1999,-7,-7,-7,-7,458,-7
365409,3654,3,1,2001,-7,-7,-7,-7,458,-7
365410,3654,3,1,2003,-7,-7,-7,-7,458,-7
365501,3655,3,2,1980,10,-7,-7,-7,458,-7
365502,3655,3,1,1985,-7,-7,-7,-7,458,-7
365901,3659,3,2,1979,-7,-7,-7,-7,458,-7
365902,3659,3,1,1981,-7,-7,-7,-7,458,-7
365903,3659,3,2,1982,-7,-7,-7,-7,458,-7
366101,3661,3,2,1993,-7,-7,-7,-7,458,-7
366201,3662,3,2,1985,-7,-7,-7,-7,458,-7
366202,3662,3,2,1990,-7,-7,-7,-7,458,-7
366301,3663,3,1,1991,-7,-7,-7,-7,458,-7
366302,3663,3,1,1994,-7,-7,-7,-7,458,-7
366701,3667,3,2,1987,-7,-7,-7,-7,458,-7
366901,3669,3,2,1988,7,-7,7,-7,458,7
366902,3669,3,1,1990,-7,-7,-7,-7,458,7
366903,3669,3,2,1994,-7,-7,-7,-7,458,-7
367401,3674,3,2,1986,-7,-7,-7,-7,458,-7
367402,3674,3,1,1988,-7,-7,-7,-7,458,-7
367701,3677,3,1,1995,-7,-7,-7,-7,458,-7
367702,3677,3,2,1999,-7,-7,-7,-7,458,-7
367801,3678,3,2,1993,-7,-7,-7,-7,458,-7
367901,3679,3,1,1989,-7,-7,-7,-7,458,99
367902,3679,3,1,1991,-7,-7,-7,-7,458,-7
367903,3679,3,2,1993,-7,-7,-7,-7,458,-7
368101,3681,3,2,1988,-7,-7,99,5000,458,7
368102,3681,3,1,1989,-7,-7,-7,-7,458,13
368201,3682,3,2,1993,-7,-7,-7,-7,458,-7
368202,3682,3,2,1995,-7,-7,-7,-7,458,-7
368203,3682,3,2,2000,-7,-7,-7,-7,458,-7
368701,3687,3,2,1992,-7,-7,-7,-7,458,-7
368702,3687,3,1,1995,-7,-7,-7,-7,458,-7
368801,3688,3,2,1987,-7,-7,-7,-7,458,-7
368802,3688,3,2,1987,-7,-7,-7,-7,458,-7
368803,3688,3,2,1990,-7,-7,-7,-7,458,-7
368804,3688,3,1,1993,-7,-7,-7,-7,458,-7
369101,3691,3,1,1986,-7,-7,-7,-7,458,-7
369102,3691,3,2,1989,-7,-7,-7,-7,458,-7
369103,3691,3,2,1993,-7,-7,-7,-7,458,-7
369201,3692,2,1,1982,-7,-7,-7,-7,458,-7
369202,3692,2,2,1983,-7,-7,-7,-7,458,99
369701,3697,1,2,1983,-7,-7,-7,-7,458,-7
369702,3697,1,1,1984,-7,-7,-7,-7,458,-7
369703,3697,1,1,1986,-7,-7,-7,-7,458,-7
369704,3697,1,2,1993,-7,-7,-7,-7,458,-7
369705,3697,1,1,2001,-7,-7,-7,-7,458,-7
369801,3698,1,1,1981,-7,-7,-7,-7,458,-7
369802,3698,1,2,1982,-7,-7,-7,-7,458,-7
369803,3698,1,1,1983,-7,-7,-7,-7,458,-7
369901,3699,2,1,1981,-7,-7,-7,-7,458,-7
370301,3703,2,1,1975,-7,-7,-7,-7,458,-7
370302,3703,2,1,1978,-7,-7,-7,-7,458,-7
370303,3703,2,2,1980,-7,-7,-7,-7,458,-7
370401,3704,2,2,1976,-7,-7,-7,-7,458,-7
370402,3704,2,2,1983,10,-7,-7,-7,458,-7
370403,3704,2,2,1989,-7,-7,-7,-7,458,-7
370501,3705,3,2,1976,-7,-7,-7,-7,458,-7
370502,3705,3,1,1981,-7,-7,-7,-7,458,-7
371101,3711,3,2,1989,-7,-7,-7,-7,458,-7
371102,3711,3,1,1991,-7,-7,-7,-7,458,-7
371103,3711,3,1,1992,-7,-7,-7,-7,458,-7
371104,3711,3,2,1993,-7,-7,-7,-7,458,-7
371105,3711,3,1,1994,-7,-7,-7,-7,458,-7
371401,3714,3,1,1976,-7,-7,18,-7,458,-7
371402,3714,3,1,1978,13,-7,-7,-7,458,-7
371403,3714,3,1,1979,-7,-7,-7,-7,458,-7
371501,3715,3,1,1981,-7,-7,-7,-7,458,-7
371502,3715,3,1,1983,99,-7,99,-7,458,1
371503,3715,3,1,1985,-7,-7,-7,-7,458,-7
371504,3715,3,1,1989,-7,-7,-7,-7,458,-7
371701,3717,3,2,1978,-7,-7,-7,-7,458,-7
371702,3717,3,1,1997,-7,-7,-7,-7,458,-7
371801,3718,3,2,1981,-7,-7,22,-7,458,-7
371802,3718,3,2,1988,33,-2,28,20000,458,22
371803,3718,3,2,1989,-7,-7,99,6000,458,-7
371901,3719,3,1,1981,-7,-7,-7,-7,458,-7
371902,3719,3,2,1983,-7,-7,-7,-7,458,-7
371903,3719,3,1,1999,-7,-7,-7,-7,458,-7
372001,3720,3,1,1984,-7,-7,-7,-7,458,-7
372002,3720,3,1,1987,-7,-7,-7,-7,458,-7
372601,3726,3,2,1979,-7,-7,99,5500,458,-7
372602,3726,3,2,1983,-7,-7,21,-7,458,-7
372603,3726,3,1,1990,-7,-7,-7,-7,458,-7
372701,3727,3,2,1991,-7,-7,-7,-7,458,-7
372702,3727,3,2,1995,-7,-7,-7,-7,458,-7
372703,3727,3,1,1996,-7,-7,-7,-7,458,-7
372801,3728,3,2,1979,-7,-7,-7,-7,458,-7
372802,3728,3,1,1984,-7,-7,-7,-7,458,-7
372803,3728,3,1,1986,-7,-7,-7,-7,458,0
372804,3728,3,1,1988,-7,-7,-7,-7,458,-7
372901,3729,3,1,1980,-7,-7,-7,-7,458,-7
372902,3729,3,2,1982,-7,-7,-7,-7,458,-7
372903,3729,3,1,1989,-7,-7,-7,-7,458,-7
372904,3729,3,2,1998,-7,-7,-7,-7,458,-7
372905,3729,3,1,1998,-7,-7,-7,-7,458,-7
373401,3734,3,2,1992,-7,-7,-7,-7,458,-7
373402,3734,3,1,1994,-7,-7,-7,-7,458,-7
373403,3734,3,2,1996,-7,-7,-7,-7,458,-7
373501,3735,3,1,1993,-7,-7,-7,-7,458,-7
373502,3735,3,1,1996,-7,-7,-7,-7,458,-7
373503,3735,3,2,1998,-7,-7,-7,-7,458,-7
373504,3735,3,2,1999,-7,-7,-7,-7,458,-7
373601,3736,3,1,1990,-7,-7,-7,-7,458,99
373602,3736,3,2,1995,-7,-7,-7,-7,458,-7
373701,3737,3,1,1997,-7,-7,-7,-7,458,-7
373702,3737,3,2,1998,-7,-7,-7,-7,458,-7
373703,3737,3,1,2003,-7,-7,-7,-7,458,-7
373801,3738,3,2,1981,-7,-7,-7,-7,458,7
373901,3739,3,2,1992,-7,-7,-7,-7,458,-7
373902,3739,3,1,1994,-7,-7,-7,-7,458,-7
374001,3740,3,1,1985,-7,-7,-7,-7,458,-7
374002,3740,3,1,1987,-7,-7,-7,-7,458,-7
374101,3741,3,1,1988,-7,-7,23,-7,458,33
374401,3744,3,1,1982,-7,-7,-7,-7,458,-7
374601,3746,3,2,1983,12,-7,12,-7,458,12
374602,3746,3,2,1986,12,15000,12,20000,458,12
374603,3746,3,1,1989,-7,-7,8,15000,458,-7
375201,3752,3,2,1986,99,-2,0,1200,458,28
375301,3753,3,2,1979,31,-7,-7,-7,458,-7
375302,3753,3,2,1982,-7,-7,25,-7,458,12
375303,3753,3,2,1984,7,2500,7,-7,458,7
375304,3753,3,2,1992,-7,-7,-7,-7,458,-7
375601,3756,3,2,1983,-7,-7,99,9000,458,-7
375801,3758,3,2,1985,-7,-7,-7,-7,458,-7
375901,3759,3,2,1983,-7,-7,21,3000,458,21
375902,3759,3,2,1985,22,5000,-7,-7,458,99
375903,3759,3,2,1990,-7,-7,-7,-7,458,26
376801,3768,3,1,1973,-7,-7,-7,-7,458,-7
376802,3768,3,2,1975,-7,-7,-7,-7,458,-7
376901,3769,3,1,1977,-7,-7,-7,-7,458,-7
376902,3769,3,2,1978,-7,-7,-7,-7,458,-7
376903,3769,3,2,1987,-7,-7,-7,-7,458,-7
377001,3770,3,2,1984,6,3000,6,-7,458,6
377002,3770,3,2,1987,-7,-7,6,-7,458,99
377101,3771,3,1,1992,-7,-7,-7,-7,458,-7
377102,3771,3,1,1996,-7,-7,-7,-7,458,-7
377103,3771,3,2,1997,-7,-7,-7,-7,458,-7
377104,3771,3,1,1998,-7,-7,-7,-7,458,-7
377201,3772,3,1,1985,99,-7,13,-7,458,9
377202,3772,3,1,1989,-7,-7,-7,-7,458,-7
377203,3772,3,2,1992,-7,-7,-7,-7,458,-7
377301,3773,3,2,1979,-7,-7,-7,-7,458,-7
377302,3773,3,1,1985,-7,-7,-7,-7,458,-7
377303,3773,3,1,1986,-7,-7,-7,-7,458,-7
377401,3774,3,1,1980,-7,-7,-7,-7,458,-7
377402,3774,3,2,1985,99,-7,-7,-7,458,-7
377901,3779,3,2,1976,-7,-7,-7,-7,458,-7
377902,3779,3,2,1980,0,-7,-7,-7,458,-7
377903,3779,3,2,1984,24,-7,13,-7,458,-7
377904,3779,3,1,1986,8,-7,8,-7,458,8
378101,3781,3,1,1990,-7,-7,-7,-7,458,7
378102,3781,3,1,1992,-7,-7,-7,-7,458,-7
378301,3783,3,2,1992,-7,-7,-7,-7,458,-7
378302,3783,3,2,1994,-7,-7,-7,-7,458,-7
378401,3784,3,1,1979,-7,-7,-7,-7,458,-7
378402,3784,3,1,1988,-7,-7,-7,-7,458,-7
378601,3786,3,2,1991,-7,-7,-7,-7,458,30
378602,3786,3,2,1994,-7,-7,-7,-7,458,-7
378701,3787,3,1,1980,-7,-7,-7,-7,458,-7
378702,3787,3,2,1988,24,1000,-7,-7,458,24
378703,3787,3,2,1988,99,-7,99,-7,458,-7
378704,3787,3,1,1992,-7,-7,-7,-7,458,-7
379001,3790,3,1,1986,-7,-7,-7,-7,458,-7
379002,3790,3,2,1987,-7,-7,-7,-7,458,-7
379101,3791,3,1,1979,-7,-7,-7,-7,458,-7
379102,3791,3,2,1982,7,-7,24,-7,458,-7
379103,3791,3,1,1995,-7,-7,-7,-7,458,-7
379301,3793,3,2,1984,7,-7,99,-7,458,99
379302,3793,3,2,1990,-7,-7,21,-7,458,21
379401,3794,3,2,1991,-7,-7,-7,-7,458,-7
379402,3794,3,2,1994,-7,-7,-7,-7,458,-7
379403,3794,3,2,1996,-7,-7,-7,-7,458,-7
379701,3797,3,2,1987,21,3000,-7,-7,458,-7
379801,3798,3,2,1987,0,-7,30,-7,458,30
379802,3798,3,2,1988,-7,-7,0,-7,458,30
379803,3798,3,2,1990,-7,-7,-7,-7,458,12
379804,3798,3,2,1992,-7,-7,-7,-7,458,-7
379805,3798,3,1,1996,-7,-7,-7,-7,458,-7
379901,3799,3,1,1994,-7,-7,-7,-7,458,-7
379902,3799,3,2,1999,-7,-7,-7,-7,458,-7
380001,3800,3,2,1992,-7,-7,-7,-7,458,-7
380002,3800,3,1,1996,-7,-7,-7,-7,458,-7
380201,3802,3,1,1990,-7,-7,-7,-7,458,6
380401,3804,3,1,1989,-7,-7,14,-7,458,14
380402,3804,3,2,1990,-7,-7,-7,-7,458,6
380601,3806,3,1,1988,-7,-7,7,-7,458,7
380602,3806,3,2,1990,-7,-7,-7,-7,458,32
380901,3809,3,1,2002,-7,-7,-7,-7,458,-7
381201,3812,3,1,1989,-7,-7,7,5000,458,7
381301,3813,3,1,1980,-7,-7,-7,-7,458,-7
381302,3813,3,1,1983,-7,-7,-7,-7,458,-7
381303,3813,3,1,1985,12,-7,30,-7,458,30
381304,3813,3,2,1986,1,5000,99,-7,458,1
381401,3814,3,1,1996,-7,-7,-7,-7,458,-7
381701,3817,3,1,1996,-7,-7,-7,-7,458,-7
381901,3819,2,1,1984,-7,-7,-7,-7,458,1
381902,3819,2,1,1987,13,2200,99,-7,458,-7
381903,3819,2,1,1989,-7,-7,-7,-7,458,-7
381904,3819,2,1,1991,-7,-7,-7,-7,458,-7
382101,3821,2,2,1982,27,-7,-7,-7,458,-7
382102,3821,2,1,1984,-7,-7,-7,-7,458,-7
382301,3823,2,1,1984,99,-7,-7,-7,458,8
382302,3823,2,2,1986,22,-7,99,-7,458,-7
382401,3824,2,2,1982,7,-7,99,-7,458,7
382402,3824,2,1,1983,-7,-7,-7,-7,458,-7
382403,3824,2,2,1986,-7,-7,-7,-7,458,99
382601,3826,2,2,1984,-7,-7,-7,-7,458,-7
383201,3832,3,2,1984,-7,-7,-7,-7,458,-7
383501,3835,3,1,1984,-7,-7,-7,-7,458,-7
383601,3836,3,1,1994,-7,-7,-7,-7,458,-7
383602,3836,3,2,1995,-7,-7,-7,-7,458,-7
383701,3837,3,2,1980,-7,-7,-7,-7,458,30
383702,3837,3,1,1984,-7,-7,-7,-7,458,-7
383703,3837,3,2,1987,-7,-7,-7,-7,458,-7
383901,3839,3,2,1981,-7,-7,-7,-7,458,-7
383902,3839,3,2,1982,-7,-7,-7,-7,458,-7
383903,3839,3,2,1988,-7,-7,-7,-7,458,-7
384201,3842,2,2,1978,-7,-7,-7,-7,458,-7
384202,3842,2,1,1981,-7,-7,9,5600,458,9
384203,3842,2,1,1992,-7,-7,-7,-7,458,-7
384301,3843,3,1,1989,-7,-7,-7,-7,458,-7
384302,3843,3,2,1991,-7,-7,-7,-7,458,-7
384601,3846,3,1,1995,-7,-7,-7,-7,458,-7
384602,3846,3,1,1999,-7,-7,-7,-7,458,-7
384901,3849,3,1,1992,-7,-7,-7,-7,458,-7
385101,3851,3,1,1981,-7,-7,-7,-7,458,-7
385102,3851,3,1,1985,-7,-7,-7,-7,458,-7
385301,3853,1,1,1989,-7,-7,-7,-7,458,10
385302,3853,1,2,1990,-7,-7,-7,-7,458,31
385901,3859,3,2,1990,-7,-7,-7,-7,458,-7
386401,3864,3,1,1987,-7,-7,-7,-7,458,-7
387601,3876,3,1,2000,-7,-7,-7,-7,458,-7
387701,3877,3,2,1984,99,4000,30,-7,458,7
387702,3877,3,2,1985,22,5000,22,-7,458,22
387703,3877,3,1,1988,-7,-7,7,-2,458,7
387901,3879,3,1,1979,-7,-7,-7,-7,458,-7
387902,3879,3,2,1982,8,-7,-7,-7,458,-7
388901,3889,3,1,1987,7,5000,7,-7,458,22
388902,3889,3,2,1992,-7,-7,-7,-7,458,-7
389301,3893,3,1,1985,-7,-7,-7,-7,458,-7
389302,3893,3,2,1988,-7,-7,-7,-7,458,-7
389901,3899,3,1,1988,-7,-7,26,6000,458,6
389902,3899,3,1,1990,-7,-7,-7,-7,458,18
389903,3899,3,2,1991,-7,-7,-7,-7,458,-7
389904,3899,3,2,1995,-7,-7,-7,-7,458,-7
390601,3906,3,2,1984,-7,-7,-7,-7,458,-7
390602,3906,3,1,1989,-7,-7,-7,-7,458,-7
390801,3908,3,1,1993,-7,-7,-7,-7,458,-7
390802,3908,3,2,1994,-7,-7,-7,-7,458,-7
391301,3913,3,2,1997,-7,-7,-7,-7,458,-7
391302,3913,3,2,1999,-7,-7,-7,-7,458,-7
391401,3914,3,2,1980,-7,-7,-7,-7,458,-7
391402,3914,3,1,1981,-7,-7,-7,-7,458,-7
391501,3915,3,2,1990,-7,-7,-7,-7,458,6
391502,3915,3,1,1996,-7,-7,-7,-7,458,-7
391503,3915,3,2,2005,-7,-7,-7,-7,458,-7
391801,3918,3,1,1997,-7,-7,-7,-7,458,-7
391802,3918,3,1,1999,-7,-7,-7,-7,458,-7
391901,3919,3,1,1985,-7,-7,-7,-7,458,-2
391902,3919,3,1,1992,-7,-7,99,-7,458,-7
391903,3919,3,2,1993,-7,-7,-7,-7,458,-7
392101,3921,3,1,1986,0,-7,99,4500,458,31
392102,3921,3,2,1990,-7,-7,-7,-7,458,0
392103,3921,3,1,1992,-7,-7,-7,-7,458,-7
392201,3922,3,2,1983,6,-7,99,49000,458,27
392301,3923,3,2,1989,-7,-7,30,-7,458,30
392302,3923,3,2,1991,-7,-7,-7,-7,458,99
392303,3923,3,2,1994,-7,-7,-7,-7,458,-7
392304,3923,3,2,1999,-7,-7,-7,-7,458,-7
392401,3924,3,1,1997,-7,-7,-7,-7,458,-7
392402,3924,3,1,1997,-7,-7,-7,-7,458,-7
392701,3927,3,2,1976,-7,-7,-7,-7,458,-7
392801,3928,3,2,1980,-7,-7,-7,-7,458,-7
392901,3929,3,2,1976,-7,-7,-7,-7,458,-7
392902,3929,3,2,1989,-7,-7,0,-7,458,10
393101,3931,2,2,1977,-7,-7,-7,-7,458,-7
393102,3931,2,2,1977,-7,-7,-7,-7,458,-7
393103,3931,2,2,1983,-7,-7,-7,-7,458,-7
393104,3931,2,1,1983,-7,-7,-7,-7,458,-7
393105,3931,2,1,1988,-7,-7,-7,-7,458,-7
393401,3934,2,1,1979,-7,-7,-7,-7,458,-7
393501,3935,2,1,1983,7,20000,7,5000,458,99
393502,3935,2,2,1989,-7,-7,-7,-7,458,-7
393601,3936,2,2,1986,7,23000,7,-7,458,7
393602,3936,2,1,1988,10,7000,10,-7,458,-7
394001,3940,2,1,1984,-7,-7,-7,-7,458,-7
394401,3944,2,1,1977,-7,-7,-7,-7,458,-7
394402,3944,2,1,1989,-7,-7,-7,-7,458,9
394501,3945,2,2,1991,-7,-7,-7,-7,458,-7
394502,3945,2,2,1999,-7,-7,-7,-7,458,-7
394801,3948,2,1,1974,-7,-7,-7,-7,458,-7
394802,3948,2,2,1975,99,-7,15,-2,458,-7
394803,3948,2,1,1981,-7,-7,-7,-7,458,-7
394804,3948,2,1,1988,-7,-7,-7,-7,458,-7
395201,3952,2,2,1982,-7,-7,-7,-7,458,-7
395202,3952,2,1,1979,-7,-7,-7,-7,458,-7
395301,3953,2,1,1983,-7,-7,-7,-7,458,-7
395302,3953,2,1,1987,-7,-7,-7,-7,458,-7
395303,3953,2,1,1991,-7,-7,-7,-7,458,6
395304,3953,2,1,1993,-7,-7,-7,-7,458,-7
396001,3960,2,1,1992,-7,-7,-7,-7,458,-7
396201,3962,3,2,1982,22,700,-7,-7,458,-7
396202,3962,3,2,1983,-7,-7,-7,-7,458,-7
396203,3962,3,2,1986,12,-7,99,500,458,-7
396204,3962,3,1,1989,-7,-7,-7,-7,458,10
396401,3964,3,2,1985,-7,-7,12,-7,458,-7
396402,3964,3,1,1987,-7,-7,15,-7,458,-7
396901,3969,3,2,1994,-7,-7,-7,-7,458,-7
396902,3969,3,1,1999,-7,-7,-7,-7,458,-7
397001,3970,3,2,1987,-7,-7,15,-7,458,99
397002,3970,3,1,1990,-7,-7,-7,-7,458,7
397003,3970,3,1,1993,-7,-7,-7,-7,458,-7
397201,3972,3,1,1987,99,5000,99,-2,458,99
397202,3972,3,1,1990,-7,-7,-7,-7,458,99
397203,3972,3,1,1992,-7,-7,-7,-7,458,-7
397501,3975,2,1,1978,-7,-7,-7,-7,458,-7
397502,3975,2,1,1979,-7,-7,-7,-7,458,-7
397503,3975,2,2,1981,-7,-7,-7,-7,458,-7
397504,3975,2,2,1984,-7,-7,-7,-7,458,-7
397701,3977,2,1,1980,-7,-7,-7,-7,458,-7
397702,3977,2,1,2008,-7,-7,-7,-7,458,-7
397801,3978,2,2,1989,-7,-7,99,-7,458,22
398201,3982,3,1,1979,-7,-7,-7,-7,458,-7
398202,3982,3,2,1981,-7,-7,-7,-7,458,-7
398203,3982,3,2,1985,-7,-7,-7,-7,458,-7
398204,3982,3,2,1986,-7,-7,-7,-7,458,-7
398301,3983,3,2,1985,-7,-7,-7,-7,458,-7
398302,3983,3,2,1989,-7,-7,-7,-7,458,-7
398601,3986,3,1,1978,-7,-7,-7,-7,458,-7
398602,3986,3,1,1993,-7,-7,-7,-7,458,-7
398801,3988,2,2,1979,99,-7,-7,-7,458,-7
398802,3988,2,1,1982,-7,-7,-7,-7,458,-7
399101,3991,3,2,1982,12,-7,12,-7,458,-7
399102,3991,3,1,1988,-7,-7,-7,-7,458,-7
399201,3992,3,1,1973,-7,-7,-7,-7,458,-7
399301,3993,3,1,1977,-7,-7,-7,-7,458,-7
399302,3993,3,2,1978,-7,-7,-7,-7,458,-7
399303,3993,3,1,1983,-7,-7,-7,-7,458,-7
399501,3995,2,1,1979,0,-7,-7,-7,458,-7
399502,3995,2,2,1983,-7,-7,13,-7,458,10
399503,3995,2,2,1985,10,2600,31,-7,458,10
399601,3996,2,1,1984,-7,-7,-7,-7,458,-7
399602,3996,2,2,1989,-7,-7,21,-7,458,0
399801,3998,3,1,1982,-7,-7,-7,-7,458,-7
400101,4001,3,2,1990,-7,-7,-7,-7,458,15
400102,4001,3,1,1992,-7,-7,-7,-7,458,-7
400201,4002,3,1,1990,-7,-7,-7,-7,458,-7
400202,4002,3,2,1991,-7,-7,-7,-7,458,30
400301,4003,3,1,1977,-7,-7,-7,-7,458,-7
400302,4003,3,2,1980,-7,-7,-7,-7,458,-7
400501,4005,2,1,1980,-7,-7,-7,-7,458,-7
400502,4005,2,1,1981,99,-7,-7,-7,458,-7
400503,4005,2,2,1983,-7,-7,-7,-7,458,32
400701,4007,2,1,1980,-7,-7,-7,-7,458,-7
400702,4007,2,2,1985,8,-7,8,1000,458,-7
401201,4012,3,1,1982,-7,-7,-7,-7,458,-7
401202,4012,3,1,1984,-7,-7,-7,-7,458,7
401501,4015,2,2,1982,21,-7,-7,-7,458,-7
401502,4015,2,2,1985,-7,-7,-7,-7,458,-7
401503,4015,2,1,1987,-7,-7,99,-7,458,-7
401601,4016,2,2,1975,-7,-7,-7,-7,458,-7
401602,4016,2,1,1978,-7,-7,-7,-7,458,-7
401901,4019,3,2,1989,-7,-7,6,-7,458,24
401902,4019,3,1,1997,-7,-7,-7,-7,458,-7
402101,4021,2,1,1982,-7,-7,-7,-7,458,-7
402301,4023,3,1,1995,-7,-7,-7,-7,458,-7
402302,4023,3,1,2001,-7,-7,-7,-7,458,-7
402401,4024,3,1,1972,-7,-7,-7,-7,458,-7
402402,4024,3,1,1977,-7,-7,-7,-7,458,7
402403,4024,3,1,1979,-7,-7,-7,-7,458,-7
402601,4026,3,1,1993,-7,-7,-7,-7,458,-7
402602,4026,3,2,1996,-7,-7,-7,-7,458,-7
402603,4026,3,1,1998,-7,-7,-7,-7,458,-7
402801,4028,3,2,1982,-7,-7,-7,-7,458,-7
402802,4028,3,2,1984,-7,-7,-7,-7,458,-7
402803,4028,3,1,1987,-7,-7,-7,-7,458,-7
403301,4033,3,2,1996,-7,-7,-7,-7,458,-7
403302,4033,3,1,1997,-7,-7,-7,-7,458,-7
403501,4035,3,2,1993,-7,-7,-7,-7,458,-7
403502,4035,3,1,1995,-7,-7,-7,-7,458,-7
403701,4037,3,1,1988,-7,-7,-7,-7,458,-7
403801,4038,3,2,1983,-7,-7,-7,-7,458,-7
403802,4038,3,2,1986,-7,-7,-7,-7,458,-7
404001,4040,3,1,1990,-7,-7,-7,-7,458,-7
